Date,Open,High,Low,Close,Volume,MA50,MA20,Price_fluctuations,Gain,Loss,AVG_gain,AVG_loss,RS,RSI,Target,EMA_12,EMA_26,MACD,Signal_Line,Volatility,Signal
2023-10-04 00:00:00+07:00,62982.96891801075,63838.71577830981,62811.81954595094,63667.56640625,1.1779,64862.173046875,66414.4984375,342.30859375,342.30859375,0.0,152.81417410714286,458.4361049107143,0.3333379994947646,25.00026247066195,62212.77734375,64993.13179434987,65425.65706852252,-432.5252741726508,107.60971895256102,,Be Carefull!
2023-10-05 00:00:00+07:00,63410.82257457874,63667.54655261348,62212.77734374999,62212.77734375,2.6457,64869.018828125,66123.5443359375,-1454.7890625,0.0,1454.7890625,146.70089285714286,562.349609375,0.26087133415129665,20.68976644051405,63496.41015625,64565.38495579605,65187.665977798635,-622.2810220025858,-38.36842923846834,,Be Carefull!
2023-10-06 00:00:00+07:00,62212.79000484333,63496.41015625,62127.215328082886,63496.41015625,1.327,64896.402890625,65875.377734375,1283.6328125,1283.6328125,0.0,238.38895089285714,525.6749441964286,0.45349118029055835,31.200132924088592,63068.52734375,64400.927294327426,65062.38776879504,-661.4604744676108,-162.98683828429682,,Be Carefull!
2023-10-09 00:00:00+07:00,63325.251335651286,63410.825999618384,62982.9526797829,63068.52734375,1.621374,64915.229296875,65627.2111328125,-427.8828125,0.0,427.8828125,238.38895089285714,556.2380022321429,0.42857365001344144,30.00010885048937,63667.56640625,64195.94268654628,64914.694403976886,-718.7517174306049,-274.1398141135585,,Be Carefull!
2023-10-10 00:00:00+07:00,63581.99172022009,64181.01452242943,63325.267662130376,63667.56640625,1.1239,64930.633046875,65374.766796875,599.0390625,599.0390625,0.0,281.17745535714283,519.5622209821429,0.5411814870326236,35.11471501481692,63667.56640625,64114.654028039164,64822.314552293414,-707.66052425425,-360.8439561416968,,Be Carefull!
2023-10-11 00:00:00+07:00,63838.71577830981,64009.865150369624,63325.267662130376,63667.56640625,1.898774,64944.3253125,65173.6673828125,0.0,0.0,0.0,281.17745535714283,501.2251674107143,0.5609803210992478,35.93769335312335,64608.87109375,64045.87131699468,64736.77765258649,-690.9063355918115,-426.8564320317198,,Be Carefull!
2023-10-12 00:00:00+07:00,63753.124456746686,64951.16974855132,63753.124456746686,64608.87109375,2.5348,64952.882890625,65006.797265625,941.3046875,941.3046875,0.0,348.4135044642857,470.6626674107143,0.7402616111045317,42.53737520732259,64865.60546875,64132.486667264726,64727.30309267268,-594.8164254079529,-460.44843070696646,,Be Carefull!
2023-10-13 00:00:00+07:00,64523.30675915237,65293.47885574703,64181.008049554745,64865.60546875,1.56,64925.4990625,64848.4845703125,256.734375,256.734375,0.0,360.63839285714283,470.6626674107143,0.7662353907121391,43.38240501472434,64352.1484375,64245.274175185536,64737.547713122854,-492.2735379373189,-466.813452153037,,Be Carefull!
2023-10-16 00:00:00+07:00,64266.5737720246,64865.596430352394,63924.275110123,64352.1484375,1.3744,64969.997890625,64690.1712890625,-513.45703125,0.0,513.45703125,360.63839285714283,415.650390625,0.8676483915118565,46.45673112001009,64009.8515625,64261.71636938776,64708.99961863227,-447.2832492445086,-462.9074115713314,,Be Carefull!
2023-10-17 00:00:00+07:00,64437.72490182152,65122.32224473596,64009.8515625,64009.8515625,1.5959,65000.804765625,64514.7431640625,-342.296875,0.0,342.296875,330.0756138392857,440.1001674107143,0.7500011094773672,42.85717908495229,63239.68359375,64222.967937558875,64657.21087373358,-434.2429361747054,-457.1745164920062,,Be Carefull!
2023-10-18 00:00:00+07:00,64009.855653755076,64009.855653755076,61956.06349374154,63239.68359375,2.5724,64983.69,64326.4796875,-770.16796875,0.0,770.16796875,330.0756138392857,385.08761160714283,0.8571442027481665,46.1538851684097,61100.3125,64071.693423126744,64552.20885299406,-480.5154298673151,-461.842699167068,,Be Carefull!
2023-10-19 00:00:00+07:00,62811.80584733893,62811.80584733893,60672.43916316526,61100.3125,4.0077,64930.633828125,64044.08359375,-2139.37109375,0.0,2139.37109375,330.0756138392857,501.22544642857144,0.6585372235011979,39.705905551580905,61870.48828125,63614.55789649186,64296.51282684635,-681.9549303544918,-505.8651454045528,,Be Carefull!
2023-10-20 00:00:00+07:00,61014.74155536826,62041.637626426345,60073.42015689834,61870.48828125,2.371808,64916.942109375,63821.5900390625,770.17578125,770.17578125,0.0,299.51395089285717,501.22544642857144,0.5975633380686319,37.404672718081635,60073.42578125,63346.239494146954,64116.80730495033,-770.5678108033753,-558.8056784843174,,Be Carefull!
